Raf	Mek	Plcg	PIP2	PIP3	Erk	Akt	PKA	PKC	P38	Jnk
1.640	1.324	1.524	1.535	0.918	1.009	1.484	2.801	1.155	1.468	0.640
1.531	1.535	1.528	2.571	1.468	1.610	1.777	3.152	1.593	1.996	2.111
1.535	1.328	1.715	2.465	1.750	1.009	1.480	2.652	0.719	1.375	1.539
2.061	1.769	1.305	1.758	1.185	1.828	2.061	3.137	1.188	1.559	1.598
2.176	1.988	0.000	1.886	0.890	1.801	1.996	3.176	1.025	1.621	1.644
1.590	1.352	1.320	1.344	0.801	0.809	1.079	2.695	1.053	1.238	1.605
1.449	1.292	1.236	2.265	0.851	1.375	1.504	2.579	1.793	2.276	2.375
1.516	1.360	1.290	1.336	1.117	1.316	1.703	2.867	0.996	1.356	1.344
1.253	1.562	1.590	1.648	1.520	1.648	1.805	2.625	1.025	1.371	0.562
1.356	1.418	1.246	1.805	0.996	1.555	1.824	3.039	0.758	1.121	1.547
1.360	1.535	1.258	1.360	0.942	0.336	1.025	1.996	0.017	0.000	0.582
1.547	1.348	1.236	2.190	1.292	1.453	1.731	2.922	1.029	1.617	1.286
1.473	1.407	1.579	1.762	1.164	1.049	1.324	2.672	0.871	1.352	1.371
2.305	2.152	1.167	1.894	0.274	1.324	2.021	3.113	0.856	1.367	1.407
1.433	1.520	1.301	0.933	0.906	1.879	2.025	2.539	1.079	1.204	1.215
1.493	1.356	1.149	1.957	1.121	1.520	1.785	3.152	1.188	1.559	1.777
1.243	1.286	2.072	2.562	1.886	1.017	1.484	3.266	0.769	1.320	1.246
1.579	1.292	1.449	2.152	1.246	0.973	1.391	2.660	0.992	1.413	1.161
2.230	2.013	0.644	1.898	1.033	1.640	1.957	3.188	0.636	0.886	0.933
1.848	1.625	1.297	1.137	0.953	1.104	1.574	2.640	0.262	0.859	0.879
1.528	1.344	1.531	2.340	1.236	1.918	2.130	3.313	0.890	1.456	1.422
1.367	1.336	1.378	1.427	0.890	1.489	1.636	2.585	1.217	1.648	1.793
1.512	1.605	1.676	2.378	1.632	1.727	1.871	2.640	0.863	1.258	1.543
2.223	1.996	1.375	1.520	1.212	0.973	1.290	2.652	1.013	1.512	1.676
2.155	2.004	1.217	1.703	0.579	1.100	1.352	2.668	0.585	1.422	1.190
1.684	1.632	1.152	2.446	1.276	1.734	2.009	3.336	0.217	1.789	0.985
1.579	1.364	0.875	1.137	0.742	1.262	1.292	2.914	1.000	1.199	1.204
1.691	1.465	1.433	2.140	1.217	1.025	1.196	2.711	1.114	1.566	1.731
1.742	1.602	1.100	2.061	1.143	1.528	1.691	2.598	0.480	1.574	0.477
1.461	0.605	1.167	2.017	1.418	1.344	1.473	2.493	0.992	1.274	1.516
1.789	1.621	1.336	1.305	0.500	1.152	1.410	2.774	1.013	1.246	1.371
1.508	1.375	1.812	2.629	1.851	0.723	1.378	2.438	0.996	1.547	1.468
1.793	1.504	1.371	1.310	1.243	1.344	1.446	2.617	1.446	1.769	1.859
1.856	1.632	1.453	2.465	1.621	1.297	1.382	2.413	0.801	1.566	1.456
1.695	1.602	1.477	2.290	1.547	0.571	1.356	2.340	1.465	1.844	2.013
1.398	1.190	1.199	1.104	0.844	1.453	1.593	2.613	0.863	1.149	1.276
1.574	1.258	1.427	2.816	1.894	1.236	1.504	2.703	1.137	1.512	1.585
2.212	2.086	1.336	2.493	1.672	1.640	1.996	3.277	0.562	1.328	1.418
1.403	1.367	1.155	1.276	1.061	1.037	1.559	2.590	1.258	1.547	0.875
1.489	1.356	1.593	2.723	1.547	0.840	1.310	2.727	1.017	1.332	1.375
1.903	1.890	1.668	2.590	1.879	1.427	1.480	2.456	0.703	1.130	1.430
1.848	1.723	1.281	1.185	0.598	1.364	1.559	2.571	1.164	1.582	1.801
1.301	1.371	0.629	1.025	1.013	1.029	1.238	2.672	1.711	2.134	2.204
2.281	2.140	1.480	1.367	0.903	1.021	1.453	2.598	1.398	1.805	1.840
2.025	1.769	1.164	1.262	0.562	1.061	1.336	2.820	0.851	1.258	1.480
1.883	1.848	1.217	2.093	1.190	1.009	1.571	2.836	1.274	1.265	0.848
1.840	1.695	1.356	1.427	1.068	0.774	1.072	2.976	1.190	1.613	1.524
1.621	1.644	1.582	1.898	1.477	1.344	1.648	2.731	0.801	1.394	1.574
1.427	1.418	1.418	2.328	1.562	1.719	1.867	2.656	1.057	1.387	1.130
1.461	0.867	1.703	2.407	1.832	1.238	1.496	2.613	1.253	1.562	1.676
1.688	1.312	1.179	1.988	0.926	1.520	1.727	2.648	1.045	1.484	1.465
2.049	1.898	1.378	1.489	0.781	0.672	1.286	2.980	0.945	1.340	1.531
1.528	1.243	0.676	1.149	0.973	1.152	1.403	2.766	1.644	2.049	2.121
2.117	1.890	0.824	2.111	1.559	1.310	1.555	2.715	1.217	1.711	1.879
1.480	1.246	1.427	1.422	0.632	2.025	2.310	3.254	1.477	1.777	1.824
2.143	1.918	1.207	1.562	1.281	1.394	1.550	2.543	0.512	1.883	0.820
1.562	1.199	1.398	1.367	0.140	1.480	1.793	2.703	0.407	0.707	0.236
1.664	1.711	1.223	1.204	0.000	0.715	1.021	2.938	0.000	1.836	0.965
1.566	1.352	1.196	2.378	1.438	1.344	1.539	2.652	0.985	1.493	1.320
1.449	1.207	1.225	1.360	1.049	1.559	1.820	3.199	0.582	1.340	1.582
1.473	1.398	1.848	1.816	0.480	1.851	2.061	3.262	1.025	1.391	1.367
1.617	1.270	1.230	2.053	1.520	1.550	1.797	3.199	0.883	1.427	0.809
2.097	1.988	1.061	1.230	0.632	0.938	1.562	2.585	0.949	1.236	1.427
1.579	1.352	1.281	1.328	0.531	1.535	1.707	2.715	1.484	1.883	1.957
1.473	1.143	1.504	1.688	1.312	0.883	1.371	2.258	1.382	1.840	1.801
1.949	1.738	1.356	1.340	0.758	0.754	1.391	2.398	1.021	1.348	1.410
1.640	1.114	1.914	2.566	1.894	0.781	1.230	2.691	0.840	1.520	1.290
1.524	1.290	1.090	2.021	1.083	1.629	1.816	3.145	1.155	1.496	1.691
1.789	1.504	0.660	1.152	0.290	1.512	1.684	2.387	1.143	1.496	1.364
1.582	1.413	1.382	1.320	0.844	1.360	1.636	2.433	0.851	1.083	1.375
1.528	1.265	1.009	1.083	1.083	0.797	1.143	2.590	1.723	1.863	0.430
1.746	1.403	1.382	1.320	0.566	1.453	1.593	2.613	1.243	1.543	0.746
1.688	1.438	1.632	2.332	1.407	1.871	2.083	3.188	0.945	1.097	1.185
1.310	1.161	1.571	1.489	1.111	1.324	1.539	2.516	1.021	1.164	1.223
1.559	1.253	1.281	1.848	0.976	0.777	1.332	1.969	1.217	1.179	1.468
1.167	1.140	1.418	1.504	0.781	1.793	2.045	3.273	0.809	1.320	0.953
2.161	2.155	1.025	2.449	1.188	0.903	1.250	2.797	1.121	1.418	1.246
2.061	1.875	1.352	1.413	0.253	1.185	1.785	2.543	0.617	1.238	1.410
1.930	1.684	1.332	1.281	0.025	0.910	0.774	2.493	0.793	1.100	1.199
1.566	1.093	1.250	1.301	0.957	0.871	1.212	2.992	1.004	1.430	1.520
1.688	1.387	2.049	2.617	2.097	1.000	1.246	2.805	0.898	1.356	1.297
1.605	1.274	1.013	2.161	1.328	1.290	1.489	2.777	0.793	1.348	1.441
1.262	1.230	1.585	2.430	1.387	0.734	1.292	2.403	0.894	1.446	1.348
1.593	1.433	1.083	2.167	0.926	0.000	0.410	1.949	0.965	1.215	1.688
1.590	1.352	1.625	2.605	1.742	1.149	1.555	2.688	1.097	1.593	1.774
1.000	0.769	1.236	2.236	1.196	1.292	1.516	2.762	0.926	1.223	1.320
1.691	1.427	1.356	1.910	1.079	1.691	2.004	3.348	0.973	1.360	1.310
1.781	1.672	1.582	1.636	0.805	1.130	1.352	2.610	1.053	1.446	1.301
1.715	1.508	1.121	2.137	1.413	1.473	1.636	2.550	1.068	1.711	1.605
1.602	1.364	1.340	1.310	0.668	1.427	1.769	3.289	0.793	1.360	1.387
1.480	1.230	1.668	2.461	1.754	1.789	2.053	3.223	1.250	1.246	1.413
1.543	1.312	1.422	1.212	0.000	1.301	1.598	2.617	0.820	1.230	1.413
1.547	1.336	1.033	2.121	1.013	0.610	1.111	2.738	1.754	2.061	2.188
1.691	1.449	0.789	1.155	1.310	1.045	1.547	2.668	0.824	1.413	1.579
1.863	1.504	1.301	1.344	0.000	1.061	1.356	2.898	1.212	1.543	1.543
1.648	1.433	1.762	2.446	1.629	1.933	2.161	3.215	0.953	1.427	1.324
1.547	1.140	1.258	1.230	1.079	0.805	1.196	2.625	1.097	1.422	1.413
1.938	1.762	0.824	1.446	1.301	1.461	1.754	3.398	1.086	1.274	1.378
1.555	1.270	1.320	1.793	1.104	2.093	2.652	3.695	0.918	1.391	0.793
1.610	1.496	1.104	2.104	1.140	1.223	1.430	2.582	1.528	1.848	1.832
2.140	1.988	1.167	2.124	1.199	1.375	1.640	2.750	0.918	1.348	1.562
1.422	1.009	1.493	1.465	0.797	1.496	1.629	2.719	0.617	1.844	0.185
2.179	1.933	1.286	1.980	1.076	0.758	1.161	2.398	1.320	1.781	1.945
2.199	2.037	1.644	1.867	1.090	1.276	1.571	2.832	0.965	1.461	1.427
1.547	1.320	1.832	2.562	1.856	1.453	1.632	2.566	0.605	1.742	0.496
2.053	2.086	1.292	1.367	0.938	1.041	1.496	2.427	0.859	1.301	1.430
1.644	1.301	1.543	1.636	1.336	1.734	2.185	3.164	0.976	1.250	1.652
1.484	1.407	1.137	1.992	1.037	0.926	1.422	2.398	1.173	1.274	1.061
2.072	1.500	1.348	2.394	1.320	0.496	1.130	2.766	1.484	1.933	2.310
2.053	2.025	0.910	1.949	1.025	1.199	1.407	2.976	1.422	1.754	1.894
1.836	1.734	1.305	1.648	0.985	1.121	1.676	2.461	0.949	1.512	1.723
1.430	1.301	1.364	2.117	1.167	1.480	2.025	2.933	1.004	1.364	1.547
1.528	1.356	1.097	2.199	0.894	1.985	2.149	3.266	1.004	1.176	1.456
1.738	1.465	1.253	1.715	1.364	1.378	1.605	2.863	1.000	1.360	1.301
1.610	1.391	0.949	1.894	0.879	1.774	2.033	3.449	1.097	1.188	1.489
2.274	2.097	1.473	2.378	1.711	1.199	1.664	2.875	1.013	1.418	1.375
1.805	1.605	1.468	1.820	1.286	1.766	1.953	3.012	1.769	2.217	2.413
1.477	1.017	1.367	1.360	0.644	1.593	1.945	3.316	1.496	1.879	1.953
1.504	1.270	1.179	1.253	0.000	1.149	1.130	2.632	0.961	1.441	1.493
1.418	0.301	1.286	1.691	1.104	0.636	1.143	2.230	0.942	1.500	1.090
1.524	1.332	1.199	1.352	0.652	1.555	1.727	2.723	0.789	1.407	1.625
2.382	2.301	0.992	2.155	1.382	1.555	1.883	3.258	1.559	1.867	1.910
1.258	1.430	1.004	1.890	1.238	1.539	1.949	3.129	0.848	1.265	1.217
1.590	1.407	1.430	1.225	0.933	1.243	1.508	2.695	1.076	1.528	1.688
1.528	1.238	1.398	1.430	1.025	2.049	2.276	3.309	0.550	1.207	1.364
1.598	1.413	1.230	1.212	1.100	1.246	1.539	2.914	0.664	1.190	1.446
1.844	1.715	1.124	1.938	1.312	1.176	1.238	2.766	0.926	1.114	1.328
2.124	1.903	1.352	1.215	0.801	1.894	2.037	2.574	1.041	1.387	1.290
1.422	1.382	1.270	1.167	0.703	0.957	1.276	3.043	0.942	1.243	1.097
1.648	1.364	1.378	1.324	0.000	1.104	1.336	2.832	1.130	1.332	1.484
1.496	1.236	1.243	1.207	1.072	1.598	1.789	3.023	0.945	1.215	1.305
2.037	2.033	1.352	1.316	0.398	1.344	1.976	2.766	1.910	2.310	2.410
1.848	1.610	1.360	1.348	0.484	1.223	1.449	2.734	1.021	1.290	1.332
1.539	1.290	2.025	2.679	1.836	1.364	1.391	2.632	1.029	1.320	1.461
1.636	1.500	1.625	1.840	1.367	1.348	1.539	2.824	0.636	0.766	0.593
2.025	1.805	1.312	1.387	1.164	1.243	1.496	2.723	1.310	1.750	1.711
1.535	1.253	0.890	2.137	1.382	1.387	1.652	3.230	1.856	2.316	2.286
1.371	1.512	1.387	1.746	1.124	1.053	1.422	2.930	0.965	1.367	1.528
1.632	1.468	0.000	2.111	1.124	2.196	2.656	3.805	0.988	1.520	1.754
1.816	1.449	1.297	2.212	1.301	1.340	1.585	2.676	0.723	1.324	1.324
1.535	1.403	1.246	1.957	1.176	0.875	0.949	2.265	1.292	1.836	1.535
1.610	1.253	2.025	2.750	1.894	0.456	1.111	2.636	0.879	1.407	1.230
2.013	1.875	1.605	1.695	1.270	0.789	0.883	2.324	1.033	1.215	1.413
2.199	2.057	1.433	1.446	1.025	2.025	2.387	3.633	1.328	1.640	1.041
1.535	1.310	1.762	2.797	1.856	1.691	1.871	3.098	1.000	1.398	1.310
1.579	1.225	1.190	1.143	0.731	1.543	1.699	3.168	1.004	1.413	1.438
1.579	1.360	0.832	1.188	1.049	1.617	1.816	2.652	0.625	1.367	1.621
1.449	1.223	1.446	2.571	1.489	1.652	1.988	3.238	0.617	1.033	0.582
1.456	0.746	1.500	1.516	1.117	1.236	1.394	2.715	0.985	1.387	1.305
2.238	2.017	1.328	2.190	1.301	1.173	1.648	3.180	1.100	1.520	1.660
1.832	1.793	0.679	1.057	0.243	1.057	1.496	2.668	1.121	1.524	1.407
2.025	1.746	1.223	1.149	0.926	1.137	1.610	2.640	1.167	1.453	1.629
1.340	1.207	1.774	2.316	1.579	0.793	1.149	2.863	0.973	1.418	1.484
1.610	1.179	1.378	1.250	0.797	1.053	1.328	2.746	1.072	1.312	1.427
2.215	1.961	1.117	1.301	0.844	1.134	1.496	2.859	1.433	1.707	1.903
1.378	1.290	1.320	1.217	0.746	1.009	1.328	2.524	1.473	1.731	2.009
1.456	1.387	1.320	1.593	1.068	0.668	1.196	2.848	0.976	1.378	1.617
1.953	1.723	1.117	2.176	0.382	1.124	1.496	2.883	0.969	1.305	1.190
1.758	1.731	1.262	1.387	0.644	0.883	1.204	2.996	0.985	1.382	1.621
1.723	1.648	1.223	1.640	0.699	1.840	1.988	3.148	0.969	1.217	1.535
1.516	1.438	1.348	1.410	0.875	1.468	1.922	3.422	0.992	1.276	1.504
2.225	2.013	0.863	2.114	1.009	0.797	1.407	2.292	1.161	1.297	1.500
2.025	1.816	1.387	1.480	1.090	1.539	1.816	3.058	0.382	1.083	1.246
1.719	1.418	1.344	2.236	1.292	1.276	1.550	2.672	0.938	1.204	1.438
1.809	1.185	1.258	1.301	0.805	1.021	1.453	2.809	1.013	1.427	1.230
1.820	1.500	1.274	1.461	0.985	1.124	1.433	2.652	0.938	1.258	1.403
1.731	1.602	1.117	2.290	1.100	1.539	1.801	3.066	1.076	1.258	1.250
1.223	1.117	0.828	1.061	0.914	0.691	1.167	2.824	0.918	1.286	1.441
1.403	1.246	1.441	1.453	0.894	1.243	1.625	2.582	1.049	1.292	1.270
1.524	1.433	1.360	1.286	0.310	1.097	1.430	2.774	1.238	1.585	1.664
1.903	1.731	1.801	2.605	1.731	0.953	1.185	3.012	1.422	1.758	1.965
1.644	1.489	1.371	1.352	0.041	2.004	2.215	3.164	1.072	1.410	1.508
1.707	1.894	1.894	2.446	1.672	1.320	1.446	2.672	1.037	1.305	0.851
2.100	1.922	1.328	1.382	1.025	1.875	2.217	3.559	1.161	1.585	0.863
2.068	1.820	0.676	1.212	1.190	1.348	1.574	2.516	0.942	1.364	1.297
1.164	1.270	0.500	0.754	1.281	1.328	1.520	2.489	0.000	0.217	0.632
1.236	1.598	0.602	1.173	1.375	1.364	1.535	2.516	0.061	0.734	0.449
1.199	1.179	0.367	2.328	1.391	1.258	1.418	2.456	1.410	1.644	0.493
0.973	1.167	0.049	0.000	0.004	0.930	1.453	3.066	0.025	1.111	0.640
0.992	0.781	0.640	1.236	1.225	1.143	1.276	2.664	0.801	1.021	0.684
0.985	1.025	0.000	2.403	1.632	1.004	1.276	2.886	0.504	0.004	1.117
1.528	1.292	1.292	1.456	0.914	0.886	0.953	2.727	1.394	1.652	1.097
1.274	1.292	0.903	2.332	0.571	0.691	1.286	3.094	0.992	0.871	1.140
1.593	1.236	0.859	2.301	1.524	1.061	1.253	2.610	1.173	1.297	1.265
1.207	1.188	0.856	2.057	1.512	1.262	1.449	2.223	1.164	1.364	1.292
1.668	1.086	0.672	2.196	1.508	0.992	1.305	3.125	0.489	0.000	0.292
1.707	1.382	0.398	2.305	1.484	0.785	1.072	3.106	0.000	0.212	0.009
1.456	1.305	0.848	2.290	1.093	1.375	1.602	2.746	0.590	1.320	1.480
1.117	1.602	0.699	1.468	1.585	1.117	1.236	2.418	0.793	1.079	0.793
1.688	1.352	0.945	1.973	1.684	1.512	1.703	3.117	0.017	0.836	1.933
1.571	1.290	1.566	2.547	2.199	0.890	1.328	2.840	1.025	1.243	1.441
1.053	0.793	1.152	1.375	1.097	1.427	1.566	2.531	1.238	1.621	1.644
1.679	1.258	1.149	2.196	1.356	0.914	1.217	2.340	0.000	0.000	0.988
1.243	1.468	0.801	2.053	1.104	1.017	1.364	2.602	1.021	1.340	0.352
1.582	1.312	1.009	1.973	1.215	1.453	1.699	2.625	0.155	0.114	0.610
0.407	1.093	0.742	2.086	1.632	1.276	1.625	2.985	0.449	1.253	1.871
1.723	1.328	1.093	1.938	1.547	1.149	1.410	2.856	0.707	0.890	0.640
1.621	1.656	0.571	2.382	1.449	0.879	1.057	2.820	1.121	1.375	1.100
1.828	1.394	1.068	2.848	1.973	1.356	1.610	2.562	0.793	1.041	1.207
1.137	1.004	1.117	1.688	1.477	1.286	1.453	2.809	0.512	0.292	0.894
1.176	1.598	1.387	1.746	1.480	1.391	1.461	2.212	0.097	0.789	0.605
1.340	1.262	0.890	0.980	1.286	1.053	1.413	2.664	0.137	0.000	0.945
1.832	1.602	1.387	1.809	0.629	1.769	1.942	2.727	0.809	1.547	1.734
1.009	1.130	1.140	2.367	1.715	1.238	1.695	3.234	0.851	1.297	1.461
1.199	1.344	1.079	1.253	1.894	0.344	1.029	2.903	0.953	1.290	1.053
1.930	2.025	0.980	1.149	1.715	1.489	1.636	2.504	1.394	1.903	1.840
1.762	1.217	1.188	1.602	2.130	1.223	1.407	2.582	0.610	0.750	1.013
0.980	1.387	0.754	1.250	1.453	0.985	1.083	2.727	0.976	1.246	1.079
1.446	1.438	0.579	0.004	0.965	0.910	1.312	2.688	0.785	1.320	1.719
1.250	1.236	0.305	2.305	1.286	1.121	1.121	2.840	0.161	0.809	0.430
1.543	1.176	0.856	2.246	1.672	1.029	1.270	2.656	1.477	1.684	1.356
1.879	1.246	0.155	2.531	1.473	0.859	1.336	2.809	1.061	1.324	0.301
1.585	1.204	0.000	2.906	2.025	0.438	1.117	2.644	0.953	1.176	0.179
1.535	1.562	1.336	2.262	1.688	1.223	1.290	2.652	0.898	1.068	0.699
1.310	1.196	1.009	2.360	1.738	1.468	1.785	2.617	0.621	0.742	0.332
1.352	1.290	0.914	1.500	1.711	1.512	1.605	2.676	0.766	1.176	0.004
1.863	1.382	1.149	1.465	1.493	1.547	1.875	2.863	0.949	1.212	1.848
1.531	1.033	0.621	1.547	0.695	1.508	1.664	2.535	0.493	0.029	0.754
1.699	1.407	0.988	1.037	1.477	1.500	1.590	2.336	0.000	0.000	1.114
1.688	1.407	1.053	1.886	1.371	0.593	1.117	2.598	0.898	1.734	2.543
1.785	1.407	0.942	1.996	1.579	0.840	1.356	3.191	0.000	0.000	0.656
1.809	1.524	1.715	2.621	2.093	1.281	1.543	2.407	1.632	1.871	1.310
1.816	1.473	0.820	1.230	1.461	1.124	1.468	3.043	1.021	1.446	2.212
1.640	1.124	0.593	2.364	1.215	1.301	1.585	2.508	0.547	0.398	1.013
1.524	1.367	0.301	1.493	1.188	1.364	1.605	2.528	1.274	1.547	0.793
1.130	1.029	1.262	1.438	0.930	0.000	0.398	1.152	0.593	1.104	1.922
1.068	0.640	0.820	2.185	1.422	1.579	2.072	2.976	1.684	2.009	2.161
1.097	1.286	1.520	2.508	2.468	1.547	1.711	2.364	0.949	1.185	1.143
1.926	1.547	0.910	2.185	1.382	0.746	1.246	2.738	0.824	0.840	1.243
1.582	1.199	0.965	2.274	1.559	0.985	1.524	2.903	0.000	0.000	0.840
1.449	0.965	1.083	1.045	1.742	1.660	2.143	3.117	1.292	1.438	1.394
1.068	0.942	1.114	1.155	1.660	1.493	1.754	3.027	0.204	1.121	0.672
0.000	0.539	0.933	2.364	1.617	1.407	1.465	2.632	1.489	2.100	2.378
2.134	1.688	1.320	2.840	2.250	1.465	1.656	2.985	0.996	1.292	1.021
1.290	1.140	1.215	2.723	2.176	0.456	0.000	2.167	1.041	0.762	1.143
1.632	1.093	1.769	2.281	2.004	1.352	1.590	2.883	1.149	1.188	1.324
0.723	0.746	0.691	0.930	0.045	1.004	1.585	3.246	1.391	1.805	1.933
1.898	1.703	1.699	2.516	2.111	0.969	1.207	2.769	0.000	0.000	0.820
1.910	1.225	1.190	1.789	1.270	0.933	1.196	2.371	0.000	0.185	1.004
1.508	1.430	0.531	2.364	1.528	1.844	2.041	2.914	1.262	1.418	1.100
1.602	1.301	0.848	1.528	1.185	1.238	1.480	2.684	1.057	1.188	1.236
1.292	1.305	1.124	2.236	1.621	1.336	1.590	2.703	0.000	0.000	0.750
1.707	1.449	1.441	2.453	1.903	1.382	1.613	2.711	0.574	0.000	0.484
1.617	1.433	1.593	1.774	1.789	1.243	1.629	2.688	1.262	1.593	0.762
1.769	1.504	1.281	1.579	1.695	1.801	2.049	2.961	1.185	1.348	0.742
1.812	1.324	0.812	2.155	1.644	1.531	1.820	2.816	1.344	1.427	0.648
1.793	1.516	1.387	2.352	1.610	1.033	1.265	2.504	1.531	1.617	1.394
1.508	1.449	1.496	2.632	2.286	0.871	1.418	2.668	0.945	1.367	1.025
1.805	1.809	0.636	2.212	1.539	0.930	1.057	2.785	0.746	1.029	0.976
1.344	1.427	1.017	2.100	0.871	1.391	1.632	2.508	0.230	1.292	1.009
1.801	1.590	1.883	2.543	2.021	1.504	1.574	2.480	0.000	0.585	0.422
2.121	1.738	1.190	1.398	1.253	1.041	1.328	2.746	0.871	1.270	1.179
1.430	1.387	0.918	1.933	1.090	1.199	1.446	2.723	0.809	0.996	1.253
1.593	1.246	0.238	0.750	0.793	1.207	1.516	2.879	1.179	1.100	1.072
1.632	1.246	0.914	2.310	1.777	0.836	1.531	3.195	0.918	1.427	0.061
2.004	2.000	1.207	0.988	1.652	1.535	1.695	2.336	0.949	1.152	0.809
1.863	1.364	0.769	2.344	1.535	1.155	1.418	2.629	0.961	0.535	0.914
1.407	1.371	1.316	1.543	1.707	1.644	1.851	2.781	0.848	1.617	2.504
1.528	1.225	1.090	2.117	1.644	1.456	1.629	2.446	0.812	1.225	1.086
2.312	1.851	0.656	1.230	1.676	1.140	1.579	3.254	1.137	1.367	1.797
1.382	1.449	1.179	2.336	1.613	1.688	2.130	3.023	1.029	1.212	0.976
1.531	1.328	1.398	2.816	2.049	1.292	1.324	2.441	0.433	1.328	2.037
1.758	1.371	1.504	2.508	1.769	1.297	1.550	2.922	1.332	1.520	1.207
1.742	1.348	1.004	2.176	1.456	0.805	1.179	2.625	1.164	1.270	0.265
1.886	1.324	0.367	0.856	0.496	1.585	2.076	3.168	1.134	1.190	1.053
1.774	1.617	1.836	2.243	1.648	1.848	2.000	2.610	0.957	1.190	0.985
0.973	1.446	1.636	2.305	2.041	0.985	1.484	2.832	0.942	1.121	0.953
1.217	1.524	0.886	2.079	1.664	1.149	1.441	2.617	0.851	0.777	1.114
1.785	1.610	0.930	2.152	1.407	1.360	1.605	2.407	0.766	0.281	1.025
1.805	1.543	0.000	2.382	1.297	0.903	1.274	3.051	1.236	1.493	0.520
1.660	1.083	0.621	2.270	1.324	1.199	1.305	2.493	1.029	1.037	1.207
1.593	1.000	1.083	1.585	1.688	1.310	1.477	2.453	1.320	1.316	0.953
2.079	1.933	0.824	1.117	1.555	1.356	1.664	2.656	1.605	1.886	1.571
0.762	0.004	0.344	2.731	1.590	1.225	1.188	2.664	0.731	1.076	0.965
1.547	1.017	1.664	2.461	1.949	0.270	0.809	2.207	1.270	1.465	1.297
1.292	1.668	1.640	1.945	1.598	1.316	1.579	2.449	0.949	1.029	0.017
1.531	1.274	0.926	1.988	1.754	1.068	1.493	2.727	0.418	1.104	0.161
1.676	1.461	0.805	2.382	1.543	1.013	1.134	3.004	1.524	1.738	1.199
1.644	1.453	1.149	1.684	1.640	1.781	2.076	3.164	0.041	0.230	0.758
2.076	1.468	0.188	0.100	1.114	0.965	1.344	3.074	1.190	1.407	1.057
1.731	1.378	1.215	1.898	1.777	1.617	1.805	3.047	1.236	1.344	1.164
2.215	1.859	1.025	2.292	1.699	1.413	1.579	2.715	1.017	1.246	0.243
1.625	1.348	1.161	2.531	1.805	0.723	1.025	2.582	1.033	0.965	0.930
1.851	1.824	0.610	0.992	1.371	1.185	1.253	2.766	1.217	1.407	0.848
1.777	1.516	1.057	2.179	1.243	1.316	1.403	2.270	1.356	1.566	0.598
1.617	1.461	1.328	1.217	1.926	1.465	1.812	3.531	0.121	1.684	0.797
1.413	1.286	1.707	2.844	2.310	1.013	1.456	2.879	0.945	0.484	0.427
1.894	1.644	1.644	2.185	1.715	1.805	2.140	3.063	0.996	1.140	0.980
1.672	1.758	0.550	1.134	1.301	1.292	1.512	2.543	1.301	1.547	1.111
1.238	1.461	1.176	1.217	0.676	0.953	1.571	2.851	1.104	0.684	0.910
1.727	1.297	0.699	1.332	1.602	0.524	1.207	3.301	0.656	1.593	1.832
1.312	1.176	0.980	1.875	1.250	1.190	1.328	2.890	1.236	1.305	0.918
1.742	1.438	0.562	1.097	1.762	1.508	1.644	2.367	0.672	1.117	1.093
1.926	1.364	0.785	2.356	1.610	1.875	2.057	3.316	0.886	1.281	1.033
2.130	2.297	0.688	2.332	1.438	1.215	1.785	3.379	1.025	1.258	0.543
1.403	1.243	1.217	1.489	1.246	1.072	1.403	2.777	0.738	1.053	0.789
1.629	1.367	1.049	2.137	1.049	1.230	1.543	2.703	1.086	1.316	0.848
1.851	1.610	1.230	2.134	1.004	1.883	2.086	3.352	1.176	1.371	0.942
1.797	1.422	1.236	2.387	1.793	1.025	1.236	2.703	1.114	1.547	1.258
1.711	1.407	1.672	2.236	2.143	1.585	1.738	3.113	0.493	1.250	1.276
1.805	1.391	0.382	0.769	1.130	1.025	1.223	2.727	0.996	1.262	0.000
1.867	1.543	1.477	1.926	1.621	2.161	2.574	3.371	1.152	1.083	0.403
1.668	1.286	0.531	0.004	0.061	1.250	1.605	2.550	1.061	1.143	0.715
1.660	1.173	1.188	2.632	1.769	0.734	1.344	2.310	1.152	1.324	1.403
1.938	1.562	0.789	2.045	1.364	1.699	1.879	3.000	1.212	1.398	1.076
1.484	1.364	1.297	1.812	1.418	1.053	1.356	2.508	0.000	1.068	1.188
1.547	0.961	1.410	1.270	1.528	1.660	1.871	2.851	1.250	1.582	1.456
2.324	1.945	1.076	2.196	1.387	1.660	1.976	3.234	1.149	0.875	1.134
1.640	1.332	0.723	2.480	1.456	1.559	1.945	3.293	1.274	1.410	1.004
1.290	1.140	0.856	1.348	1.574	1.086	1.543	2.809	1.286	1.512	1.093
2.072	1.809	1.017	2.111	0.477	0.828	1.173	2.668	0.528	0.301	0.204
1.809	1.394	1.033	2.185	1.555	2.045	2.364	3.058	0.992	1.276	0.785
1.640	1.427	1.504	1.820	1.276	1.270	1.504	2.582	1.093	1.286	1.037
1.910	1.598	1.738	2.364	2.029	0.812	1.301	3.027	1.292	1.305	0.938
1.769	1.449	0.844	1.262	1.703	1.140	1.356	2.410	1.155	1.441	1.636
1.336	1.270	1.465	2.617	2.225	0.758	1.185	2.582	1.531	1.836	1.636
1.793	1.433	0.922	2.061	1.433	1.274	1.528	2.926	0.045	1.585	0.258
